mm_lluvia|3d_num_sin|4d_num_sin|5d_num_sin|6d_num_sin|7d_num_sin|8d_num_sin|9d_num_sin|10d_num_sin|11d_num_sin|12d_num_sin|13d_num_sin|14d_num_sin|15d_num_sin|2_dias|3_dias|4_dias|5_dias|6_dias|7_dias|8_dias|9_dias|10_dias|11_dias|12_dias|13_dias|14_dias|15_dias
14.50|0|0|0|1|1|1|1|1|1|1|1|1|1|23.1|30.3|34.00|34.10|34.10|34.40|43.50|55.20|72.40|88.20|102.10|126.20|132.70|134.90
9.00|0|0|0|0|1|1|1|1|1|1|1|1|1|23.5|32.1|39.30|43.00|43.10|43.10|43.40|52.50|64.20|81.40|97.20|111.10|135.20|141.70
0.00|1|1|1|1|1|2|2|2|2|2|2|2|2|9|23.5|32.10|39.30|43.00|43.10|43.10|43.40|52.50|64.20|81.40|97.20|111.10|135.20
0.00|2|2|2|2|2|2|3|3|3|3|3|3|3|0|9|23.50|32.10|39.30|43.00|43.10|43.10|43.40|52.50|64.20|81.40|97.20|111.10
0.40|2|2|2|2|2|2|2|3|3|3|3|3|3|0.4|0.4|9.40|23.90|32.50|39.70|43.40|43.50|43.50|43.80|52.90|64.60|81.80|97.60
0.10|1|2|2|2|2|2|2|2|3|3|3|3|3|0.5|0.5|0.50|9.50|24.00|32.60|39.80|43.50|43.60|43.60|43.90|53.00|64.70|81.90
0.00|1|2|3|3|3|3|3|3|3|4|4|4|4|0.1|0.5|0.50|0.50|9.50|24.00|32.60|39.80|43.50|43.60|43.60|43.90|53.00|64.70
3.50|1|1|2|3|3|3|3|3|3|3|4|4|4|3.5|3.6|4.00|4.00|4.00|13.00|27.50|36.10|43.30|47.00|47.10|47.10|47.40|56.50
20.50|1|1|1|2|3|3|3|3|3|3|3|4|4|24|24|24.10|24.50|24.50|24.50|33.50|48.00|56.60|63.80|67.50|67.60|67.60|67.90
20.60|0|1|1|1|2|3|3|3|3|3|3|3|4|41.1|44.6|44.60|44.70|45.10|45.10|45.10|54.10|68.60|77.20|84.40|88.10|88.20|88.20
0.00|1|1|2|2|2|3|4|4|4|4|4|4|4|20.6|41.1|44.60|44.60|44.70|45.10|45.10|45.10|54.10|68.60|77.20|84.40|88.10|88.20
1.70|1|1|1|2|2|2|3|4|4|4|4|4|4|1.7|22.3|42.80|46.30|46.30|46.40|46.80|46.80|46.80|55.80|70.30|78.90|86.10|89.80
7.40|1|1|1|1|2|2|2|3|4|4|4|4|4|9.1|9.1|29.70|50.20|53.70|53.70|53.80|54.20|54.20|54.20|63.20|77.70|86.30|93.50
3.50|0|1|1|1|1|2|2|2|3|4|4|4|4|10.9|12.6|12.60|33.20|53.70|57.20|57.20|57.30|57.70|57.70|57.70|66.70|81.20|89.80
0.90|0|0|1|1|1|1|2|2|2|3|4|4|4|4.4|11.8|13.50|13.50|34.10|54.60|58.10|58.10|58.20|58.60|58.60|58.60|67.60|82.10
10.70|0|0|0|1|1|1|1|2|2|2|3|4|4|11.6|15.1|22.50|24.20|24.20|44.80|65.30|68.80|68.80|68.90|69.30|69.30|69.30|78.30
4.30|0|0|0|0|1|1|1|1|2|2|2|3|4|15|15.9|19.40|26.80|28.50|28.50|49.10|69.60|73.10|73.10|73.20|73.60|73.60|73.60
0.80|0|0|0|0|0|1|1|1|1|2|2|2|3|5.1|15.8|16.70|20.20|27.60|29.30|29.30|49.90|70.40|73.90|73.90|74.00|74.40|74.40
12.40|0|0|0|0|0|0|1|1|1|1|2|2|2|13.2|17.5|28.20|29.10|32.60|40.00|41.70|41.70|62.30|82.80|86.30|86.30|86.40|86.80
1.10|0|0|0|0|0|0|0|1|1|1|1|2|2|13.5|14.3|18.60|29.30|30.20|33.70|41.10|42.80|42.80|63.40|83.90|87.40|87.40|87.50
0.00|1|1|1|1|1|1|1|1|2|2|2|2|3|1.1|13.5|14.30|18.60|29.30|30.20|33.70|41.10|42.80|42.80|63.40|83.90|87.40|87.40
0.30|1|1|1|1|1|1|1|1|1|2|2|2|2|0.3|1.4|13.80|14.60|18.90|29.60|30.50|34.00|41.40|43.10|43.10|63.70|84.20|87.70
6.90|1|1|1|1|1|1|1|1|1|1|2|2|2|7.2|7.2|8.30|20.70|21.50|25.80|36.50|37.40|40.90|48.30|50.00|50.00|70.60|91.10
16.90|0|1|1|1|1|1|1|1|1|1|1|2|2|23.8|24.1|24.10|25.20|37.60|38.40|42.70|53.40|54.30|57.80|65.20|66.90|66.90|87.50
10.80|0|0|1|1|1|1|1|1|1|1|1|1|2|27.7|34.6|34.90|34.90|36.00|48.40|49.20|53.50|64.20|65.10|68.60|76.00|77.70|77.70
10.70|0|0|0|1|1|1|1|1|1|1|1|1|1|21.5|38.4|45.30|45.60|45.60|46.70|59.10|59.90|64.20|74.90|75.80|79.30|86.70|88.40
2.60|0|0|0|0|1|1|1|1|1|1|1|1|1|13.3|24.1|41.00|47.90|48.20|48.20|49.30|61.70|62.50|66.80|77.50|78.40|81.90|89.30
0.10|0|0|0|0|0|1|1|1|1|1|1|1|1|2.7|13.4|24.20|41.10|48.00|48.30|48.30|49.40|61.80|62.60|66.90|77.60|78.50|82.00
5.10|0|0|0|0|0|0|1|1|1|1|1|1|1|5.2|7.8|18.50|29.30|46.20|53.10|53.40|53.40|54.50|66.90|67.70|72.00|82.70|83.60
18.50|0|0|0|0|0|0|0|1|1|1|1|1|1|23.6|23.7|26.30|37.00|47.80|64.70|71.60|71.90|71.90|73.00|85.40|86.20|90.50|101.20
10.70|0|0|0|0|0|0|0|0|1|1|1|1|1|29.2|34.3|34.40|37.00|47.70|58.50|75.40|82.30|82.60|82.60|83.70|96.10|96.90|101.20
0.20|0|0|0|0|0|0|0|0|0|1|1|1|1|10.9|29.4|34.50|34.60|37.20|47.90|58.70|75.60|82.50|82.80|82.80|83.90|96.30|97.10
1.70|0|0|0|0|0|0|0|0|0|0|1|1|1|1.9|12.6|31.10|36.20|36.30|38.90|49.60|60.40|77.30|84.20|84.50|84.50|85.60|98.00
0.20|0|0|0|0|0|0|0|0|0|0|0|1|1|1.9|2.1|12.80|31.30|36.40|36.50|39.10|49.80|60.60|77.50|84.40|84.70|84.70|85.80
13.30|0|0|0|0|0|0|0|0|0|0|0|0|1|13.5|15.2|15.40|26.10|44.60|49.70|49.80|52.40|63.10|73.90|90.80|97.70|98.00|98.00
0.00|1|1|1|1|1|1|1|1|1|1|1|1|1|13.3|13.5|15.20|15.40|26.10|44.60|49.70|49.80|52.40|63.10|73.90|90.80|97.70|98.00
1.20|1|1|1|1|1|1|1|1|1|1|1|1|1|1.2|14.5|14.70|16.40|16.60|27.30|45.80|50.90|51.00|53.60|64.30|75.10|92.00|98.90
0.80|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|15.30|15.50|17.20|17.40|28.10|46.60|51.70|51.80|54.40|65.10|75.90|92.80
17.90|0|1|1|1|1|1|1|1|1|1|1|1|1|18.7|19.9|19.90|33.20|33.40|35.10|35.30|46.00|64.50|69.60|69.70|72.30|83.00|93.80
10.00|0|0|1|1|1|1|1|1|1|1|1|1|1|27.9|28.7|29.90|29.90|43.20|43.40|45.10|45.30|56.00|74.50|79.60|79.70|82.30|93.00
22.20|0|0|0|1|1|1|1|1|1|1|1|1|1|32.2|50.1|50.90|52.10|52.10|65.40|65.60|67.30|67.50|78.20|96.70|101.80|101.90|104.50
38.60|0|0|0|0|1|1|1|1|1|1|1|1|1|60.8|70.8|88.70|89.50|90.70|90.70|104.00|104.20|105.90|106.10|116.80|135.30|140.40|140.50
37.50|0|0|0|0|0|1|1|1|1|1|1|1|1|76.1|98.3|108.30|126.20|127.00|128.20|128.20|141.50|141.70|143.40|143.60|154.30|172.80|177.90
9.10|0|0|0|0|0|0|1|1|1|1|1|1|1|46.6|85.2|107.40|117.40|135.30|136.10|137.30|137.30|150.60|150.80|152.50|152.70|163.40|181.90
0.40|0|0|0|0|0|0|0|1|1|1|1|1|1|9.5|47|85.60|107.80|117.80|135.70|136.50|137.70|137.70|151.00|151.20|152.90|153.10|163.80
0.60|0|0|0|0|0|0|0|0|1|1|1|1|1|1|10.1|47.60|86.20|108.40|118.40|136.30|137.10|138.30|138.30|151.60|151.80|153.50|153.70
1.00|0|0|0|0|0|0|0|0|0|1|1|1|1|1.6|2|11.10|48.60|87.20|109.40|119.40|137.30|138.10|139.30|139.30|152.60|152.80|154.50
0.10|0|0|0|0|0|0|0|0|0|0|1|1|1|1.1|1.7|2.10|11.20|48.70|87.30|109.50|119.50|137.40|138.20|139.40|139.40|152.70|152.90
3.00|0|0|0|0|0|0|0|0|0|0|0|1|1|3.1|4.1|4.70|5.10|14.20|51.70|90.30|112.50|122.50|140.40|141.20|142.40|142.40|155.70
1.50|0|0|0|0|0|0|0|0|0|0|0|0|1|4.5|4.6|5.60|6.20|6.60|15.70|53.20|91.80|114.00|124.00|141.90|142.70|143.90|143.90
11.40|0|0|0|0|0|0|0|0|0|0|0|0|0|12.9|15.9|16.00|17.00|17.60|18.00|27.10|64.60|103.20|125.40|135.40|153.30|154.10|155.30
0.50|0|0|0|0|0|0|0|0|0|0|0|0|0|11.9|13.4|16.40|16.50|17.50|18.10|18.50|27.60|65.10|103.70|125.90|135.90|153.80|154.60
0.10|0|0|0|0|0|0|0|0|0|0|0|0|0|0.6|12|13.50|16.50|16.60|17.60|18.20|18.60|27.70|65.20|103.80|126.00|136.00|153.90
0.20|0|0|0|0|0|0|0|0|0|0|0|0|0|0.3|0.8|12.20|13.70|16.70|16.80|17.80|18.40|18.80|27.90|65.40|104.00|126.20|136.20
0.10|0|0|0|0|0|0|0|0|0|0|0|0|0|0.3|0.4|0.90|12.30|13.80|16.80|16.90|17.90|18.50|18.90|28.00|65.50|104.10|126.30
12.70|0|0|0|0|0|0|0|0|0|0|0|0|0|12.8|13|13.10|13.60|25.00|26.50|29.50|29.60|30.60|31.20|31.60|40.70|78.20|116.80
4.40|0|0|0|0|0|0|0|0|0|0|0|0|0|17.1|17.2|17.40|17.50|18.00|29.40|30.90|33.90|34.00|35.00|35.60|36.00|45.10|82.60
0.00|1|1|1|1|1|1|1|1|1|1|1|1|1|4.4|17.1|17.20|17.40|17.50|18.00|29.40|30.90|33.90|34.00|35.00|35.60|36.00|45.10
0.20|1|1|1|1|1|1|1|1|1|1|1|1|1|0.2|4.6|17.30|17.40|17.60|17.70|18.20|29.60|31.10|34.10|34.20|35.20|35.80|36.20
0.00|2|2|2|2|2|2|2|2|2|2|2|2|2|0.2|0.2|4.60|17.30|17.40|17.60|17.70|18.20|29.60|31.10|34.10|34.20|35.20|35.80
0.10|1|2|2|2|2|2|2|2|2|2|2|2|2|0.1|0.3|0.30|4.70|17.40|17.50|17.70|17.80|18.30|29.70|31.20|34.20|34.30|35.30
0.00|2|2|3|3|3|3|3|3|3|3|3|3|3|0.1|0.1|0.30|0.30|4.70|17.40|17.50|17.70|17.80|18.30|29.70|31.20|34.20|34.30
0.00|2|3|3|4|4|4|4|4|4|4|4|4|4|0|0.1|0.10|0.30|0.30|4.70|17.40|17.50|17.70|17.80|18.30|29.70|31.20|34.20
0.00|3|3|4|4|5|5|5|5|5|5|5|5|5|0|0|0.10|0.10|0.30|0.30|4.70|17.40|17.50|17.70|17.80|18.30|29.70|31.20
1.50|2|3|3|4|4|5|5|5|5|5|5|5|5|1.5|1.5|1.50|1.60|1.60|1.80|1.80|6.20|18.90|19.00|19.20|19.30|19.80|31.20
4.40|1|2|3|3|4|4|5|5|5|5|5|5|5|5.9|5.9|5.90|5.90|6.00|6.00|6.20|6.20|10.60|23.30|23.40|23.60|23.70|24.20
0.20|0|1|2|3|3|4|4|5|5|5|5|5|5|4.6|6.1|6.10|6.10|6.10|6.20|6.20|6.40|6.40|10.80|23.50|23.60|23.80|23.90
13.10|0|0|1|2|3|3|4|4|5|5|5|5|5|13.3|17.7|19.20|19.20|19.20|19.20|19.30|19.30|19.50|19.50|23.90|36.60|36.70|36.90
0.10|0|0|0|1|2|3|3|4|4|5|5|5|5|13.2|13.4|17.80|19.30|19.30|19.30|19.30|19.40|19.40|19.60|19.60|24.00|36.70|36.80
13.10|0|0|0|0|1|2|3|3|4|4|5|5|5|13.2|26.3|26.50|30.90|32.40|32.40|32.40|32.40|32.50|32.50|32.70|32.70|37.10|49.80
2.40|0|0|0|0|0|1|2|3|3|4|4|5|5|15.5|15.6|28.70|28.90|33.30|34.80|34.80|34.80|34.80|34.90|34.90|35.10|35.10|39.50
0.80|0|0|0|0|0|0|1|2|3|3|4|4|5|3.2|16.3|16.40|29.50|29.70|34.10|35.60|35.60|35.60|35.60|35.70|35.70|35.90|35.90
1.60|0|0|0|0|0|0|0|1|2|3|3|4|4|2.4|4.8|17.90|18.00|31.10|31.30|35.70|37.20|37.20|37.20|37.20|37.30|37.30|37.50
14.70|0|0|0|0|0|0|0|0|1|2|3|3|4|16.3|17.1|19.50|32.60|32.70|45.80|46.00|50.40|51.90|51.90|51.90|51.90|52.00|52.00
1.00|0|0|0|0|0|0|0|0|0|1|2|3|3|15.7|17.3|18.10|20.50|33.60|33.70|46.80|47.00|51.40|52.90|52.90|52.90|52.90|53.00
0.10|0|0|0|0|0|0|0|0|0|0|1|2|3|1.1|15.8|17.40|18.20|20.60|33.70|33.80|46.90|47.10|51.50|53.00|53.00|53.00|53.00
0.00|1|1|1|1|1|1|1|1|1|1|1|2|3|0.1|1.1|15.80|17.40|18.20|20.60|33.70|33.80|46.90|47.10|51.50|53.00|53.00|53.00
0.00|2|2|2|2|2|2|2|2|2|2|2|2|3|0|0.1|1.10|15.80|17.40|18.20|20.60|33.70|33.80|46.90|47.10|51.50|53.00|53.00
0.00|3|3|3|3|3|3|3|3|3|3|3|3|3|0|0|0.10|1.10|15.80|17.40|18.20|20.60|33.70|33.80|46.90|47.10|51.50|53.00
0.00|3|4|4|4|4|4|4|4|4|4|4|4|4|0|0|0.00|0.10|1.10|15.80|17.40|18.20|20.60|33.70|33.80|46.90|47.10|51.50
0.00|3|4|5|5|5|5|5|5|5|5|5|5|5|0|0|0.00|0.00|0.10|1.10|15.80|17.40|18.20|20.60|33.70|33.80|46.90|47.10
0.10|2|3|4|5|5|5|5|5|5|5|5|5|5|0.1|0.1|0.10|0.10|0.10|0.20|1.20|15.90|17.50|18.30|20.70|33.80|33.90|47.00
12.20|1|2|3|4|5|5|5|5|5|5|5|5|5|12.3|12.3|12.30|12.30|12.30|12.30|12.40|13.40|28.10|29.70|30.50|32.90|46.00|46.10
0.10|0|1|2|3|4|5|5|5|5|5|5|5|5|12.3|12.4|12.40|12.40|12.40|12.40|12.40|12.50|13.50|28.20|29.80|30.60|33.00|46.10
0.30|0|0|1|2|3|4|5|5|5|5|5|5|5|0.4|12.6|12.70|12.70|12.70|12.70|12.70|12.70|12.80|13.80|28.50|30.10|30.90|33.30
11.20|0|0|0|1|2|3|4|5|5|5|5|5|5|11.5|11.6|23.80|23.90|23.90|23.90|23.90|23.90|23.90|24.00|25.00|39.70|41.30|42.10
1.30|0|0|0|0|1|2|3|4|5|5|5|5|5|12.5|12.8|12.90|25.10|25.20|25.20|25.20|25.20|25.20|25.20|25.30|26.30|41.00|42.60
33.80|0|0|0|0|0|1|2|3|4|5|5|5|5|35.1|46.3|46.60|46.70|58.90|59.00|59.00|59.00|59.00|59.00|59.00|59.10|60.10|74.80
20.20|0|0|0|0|0|0|1|2|3|4|5|5|5|54|55.3|66.50|66.80|66.90|79.10|79.20|79.20|79.20|79.20|79.20|79.20|79.30|80.30
3.50|0|0|0|0|0|0|0|1|2|3|4|5|5|23.7|57.5|58.80|70.00|70.30|70.40|82.60|82.70|82.70|82.70|82.70|82.70|82.70|82.80
0.40|0|0|0|0|0|0|0|0|1|2|3|4|5|3.9|24.1|57.90|59.20|70.40|70.70|70.80|83.00|83.10|83.10|83.10|83.10|83.10|83.10
75.10|0|0|0|0|0|0|0|0|0|1|2|3|4|75.5|79|99.20|133.00|134.30|145.50|145.80|145.90|158.10|158.20|158.20|158.20|158.20|158.20
0.20|0|0|0|0|0|0|0|0|0|0|1|2|3|75.3|75.7|79.20|99.40|133.20|134.50|145.70|146.00|146.10|158.30|158.40|158.40|158.40|158.40
0.10|0|0|0|0|0|0|0|0|0|0|0|1|2|0.3|75.4|75.80|79.30|99.50|133.30|134.60|145.80|146.10|146.20|158.40|158.50|158.50|158.50
0.00|1|1|1|1|1|1|1|1|1|1|1|1|2|0.1|0.3|75.40|75.80|79.30|99.50|133.30|134.60|145.80|146.10|146.20|158.40|158.50|158.50
12.90|1|1|1|1|1|1|1|1|1|1|1|1|1|12.9|13|13.20|88.30|88.70|92.20|112.40|146.20|147.50|158.70|159.00|159.10|171.30|171.40
9.00|1|1|1|1|1|1|1|1|1|1|1|1|1|21.9|21.9|22.00|22.20|97.30|97.70|101.20|121.40|155.20|156.50|167.70|168.00|168.10|180.30
17.10|0|1|1|1|1|1|1|1|1|1|1|1|1|26.1|39|39.00|39.10|39.30|114.40|114.80|118.30|138.50|172.30|173.60|184.80|185.10|185.20
8.00|0|0|1|1|1|1|1|1|1|1|1|1|1|25.1|34.1|47.00|47.00|47.10|47.30|122.40|122.80|126.30|146.50|180.30|181.60|192.80|193.10
1.50|0|0|0|1|1|1|1|1|1|1|1|1|1|9.5|26.6|35.60|48.50|48.50|48.60|48.80|123.90|124.30|127.80|148.00|181.80|183.10|194.30
0.90|0|0|0|0|1|1|1|1|1|1|1|1|1|2.4|10.4|27.50|36.50|49.40|49.40|49.50|49.70|124.80|125.20|128.70|148.90|182.70|184.00
0.10|0|0|0|0|0|1|1|1|1|1|1|1|1|1|2.5|10.50|27.60|36.60|49.50|49.50|49.60|49.80|124.90|125.30|128.80|149.00|182.80
18.50|0|0|0|0|0|0|1|1|1|1|1|1|1|18.6|19.5|21.00|29.00|46.10|55.10|68.00|68.00|68.10|68.30|143.40|143.80|147.30|167.50
2.50|0|0|0|0|0|0|0|1|1|1|1|1|1|21|21.1|22.00|23.50|31.50|48.60|57.60|70.50|70.50|70.60|70.80|145.90|146.30|149.80
18.80|0|0|0|0|0|0|0|0|1|1|1|1|1|21.3|39.8|39.90|40.80|42.30|50.30|67.40|76.40|89.30|89.30|89.40|89.60|164.70|165.10
13.60|0|0|0|0|0|0|0|0|0|1|1|1|1|32.4|34.9|53.40|53.50|54.40|55.90|63.90|81.00|90.00|102.90|102.90|103.00|103.20|178.30
0.00|1|1|1|1|1|1|1|1|1|1|2|2|2|13.6|32.4|34.90|53.40|53.50|54.40|55.90|63.90|81.00|90.00|102.90|102.90|103.00|103.20
0.00|2|2|2|2|2|2|2|2|2|2|2|3|3|0|13.6|32.40|34.90|53.40|53.50|54.40|55.90|63.90|81.00|90.00|102.90|102.90|103.00
0.60|2|2|2|2|2|2|2|2|2|2|2|2|3|0.6|0.6|14.20|33.00|35.50|54.00|54.10|55.00|56.50|64.50|81.60|90.60|103.50|103.50
16.10|1|2|2|2|2|2|2|2|2|2|2|2|2|16.7|16.7|16.70|30.30|49.10|51.60|70.10|70.20|71.10|72.60|80.60|97.70|106.70|119.60
1.20|0|1|2|2|2|2|2|2|2|2|2|2|2|17.3|17.9|17.90|17.90|31.50|50.30|52.80|71.30|71.40|72.30|73.80|81.80|98.90|107.90
2.00|0|0|1|2|2|2|2|2|2|2|2|2|2|3.2|19.3|19.90|19.90|19.90|33.50|52.30|54.80|73.30|73.40|74.30|75.80|83.80|100.90
0.40|0|0|0|1|2|2|2|2|2|2|2|2|2|2.4|3.6|19.70|20.30|20.30|20.30|33.90|52.70|55.20|73.70|73.80|74.70|76.20|84.20
23.30|0|0|0|0|1|2|2|2|2|2|2|2|2|23.7|25.7|26.90|43.00|43.60|43.60|43.60|57.20|76.00|78.50|97.00|97.10|98.00|99.50
18.20|0|0|0|0|0|1|2|2|2|2|2|2|2|41.5|41.9|43.90|45.10|61.20|61.80|61.80|61.80|75.40|94.20|96.70|115.20|115.30|116.20
10.20|0|0|0|0|0|0|1|2|2|2|2|2|2|28.4|51.7|52.10|54.10|55.30|71.40|72.00|72.00|72.00|85.60|104.40|106.90|125.40|125.50
0.40|0|0|0|0|0|0|0|1|2|2|2|2|2|10.6|28.8|52.10|52.50|54.50|55.70|71.80|72.40|72.40|72.40|86.00|104.80|107.30|125.80
6.40|0|0|0|0|0|0|0|0|1|2|2|2|2|6.8|17|35.20|58.50|58.90|60.90|62.10|78.20|78.80|78.80|78.80|92.40|111.20|113.70
11.90|0|0|0|0|0|0|0|0|0|1|2|2|2|18.3|18.7|28.90|47.10|70.40|70.80|72.80|74.00|90.10|90.70|90.70|90.70|104.30|123.10
14.70|0|0|0|0|0|0|0|0|0|0|1|2|2|26.6|33|33.40|43.60|61.80|85.10|85.50|87.50|88.70|104.80|105.40|105.40|105.40|119.00
